id,student_id,group_id,year
119,07262883057,1,2020
120,05261869962,1,2020
121,08281790951,2,2020
122,07210576671,4,2020
123,07282755468,2,2022
124,09271736962,10,2022
125,09270999630,10,2021
126,07222318618,4,2022
127,08211752824,9,2022
128,07222883114,3,2021
129,11251926193,5,2020
130,08292747335,2,2020
131,11251926193,4,2021
132,08221313635,1,2022
133,09271736962,4,2020
134,11271961536,7,2020
135,10280451267,10,2021
136,08292834930,5,2022
137,07210576671,1,2021
138,10280451267,2,2022
139,10262745166,5,2020
140,07210576671,2,2020
141,07301892316,8,2020
142,05212300377,1,2022
143,07221342681,5,2021
144,07301892316,7,2021
145,05281627393,5,2022
146,05281627393,3,2021
147,05280335455,6,2021
148,06272275157,6,2020
149,06280468413,9,2021
150,09271736962,5,2021
151,11240452636,1,2020
152,10322911043,10,2020
153,10280451267,10,2020
154,06320304848,3,2022
155,10321722051,4,2021
156,09322824176,4,2021
157,05212699053,10,2020
158,11240452636,5,2022
159,07242671919,7,2022
160,07241285995,10,2021
161,06272275157,9,2021
162,07241167482,4,2022
163,08221313635,7,2021
164,04231414759,1,2021
165,10260392766,7,2020
166,05280335455,6,2021
167,08291481782,2,2021
168,07211988666,6,2021
169,04271780546,6,2020
170,11240102012,1,2020
171,06291908151,2,2020
172,08291481782,9,2020
173,09251642658,3,2021
174,04231414759,2,2021
175,04231414759,2,2022
176,08281790951,5,2021
177,07260448962,1,2021
178,10280451267,5,2020
179,11240102012,10,2020
180,05232328496,9,2021
181,08270208575,8,2021
182,05212300377,2,2022
183,11240452636,3,2020
184,07241167482,10,2020
185,06272275157,7,2021
186,06311888610,3,2022
187,04261775905,8,2020
188,08292747335,6,2020
189,07241285995,8,2020
190,06280468413,1,2022
191,11251926193,3,2021
192,07241167482,5,2020
193,07260448962,4,2021
194,03322895121,5,2021
195,08292747335,5,2022
196,09262005893,4,2021
197,11251926193,7,2021
198,05262002991,6,2021
199,05232328496,1,2021
200,10232370640,1,2020
201,05270146942,3,2020
202,04261775905,1,2022
203,07222318618,5,2020
204,07210576671,6,2022
205,05261773931,10,2021
206,07222323302,2,2022
207,05281405629,6,2022
208,07262883057,6,2020
209,07221342681,2,2022
210,07242671919,1,2021
211,11232253685,2,2021
212,07242671919,8,2020
213,10321722051,5,2022
214,09252078537,4,2021
215,03310293562,8,2022
216,07221342681,9,2022
217,09221846011,6,2021
218,10260392766,3,2022
219,03320963792,3,2020
220,05292308540,2,2021
221,05282707034,3,2021
222,06311888610,5,2020
223,09271736962,4,2021
224,06320304848,4,2022
225,07262883057,4,2020
226,07262883057,9,2020
227,10321722051,6,2021
228,10280451267,2,2020
229,07282755468,1,2021
230,09262005893,10,2021
231,07242671919,6,2021
232,11240452636,9,2021
233,06222672669,2,2021
234,08270360039,3,2021
235,08292747335,5,2020
236,10232370640,6,2020
237,08262569954,7,2020
238,11301336642,8,2020
239,08292747335,4,2021
240,08291481782,1,2022
241,07282755468,1,2020
242,10232370640,2,2021
243,04240750804,3,2021
244,07241285995,1,2022
245,05282683075,2,2020
246,04261508170,4,2020
247,07221342681,1,2020
248,07262883057,3,2022
249,07222323302,1,2021
250,08251284497,6,2020
251,08291481782,8,2021
252,09271736962,7,2022
253,11301336642,6,2021
254,06320304848,3,2022
255,04231414759,6,2021
256,04292162589,7,2020
257,06232590568,9,2020
258,08281790951,1,2020
259,04292162589,10,2020
260,07262883057,6,2020
261,06272275157,8,2021
262,04240750804,7,2021
263,05282707034,7,2020
264,08221313635,8,2020
265,05281405629,7,2022
266,05280335455,7,2020
267,07262883057,9,2020
268,11272812374,5,2021
269,04242800125,8,2020
270,09271736962,6,2022
271,04231393908,1,2022
272,08291481782,1,2022
273,03310293562,4,2020
274,10232370640,2,2021
275,06291908151,4,2021
276,04261508170,1,2020
277,07210576671,1,2021
278,06231097295,1,2021
279,04231414759,3,2021
280,07221669821,1,2022
281,11232253685,10,2022
282,06232590568,5,2022
283,08291481782,9,2021
284,05282683075,1,2020
285,08262569954,3,2020
286,10260392766,5,2021
287,06272275157,7,2022
288,05282683075,4,2021
289,05301234017,3,2022
290,04261775905,6,2021
291,04240750804,5,2021
292,07260448962,2,2020
293,08291481782,4,2021
294,03322895121,6,2022
295,08312306681,9,2020
296,10262745166,4,2020
297,04231414759,1,2022
298,09270999630,7,2021
299,05292308540,2,2020
300,05262002991,3,2022
301,08292834930,2,2022
302,05281627393,3,2022
303,08270360039,1,2022
304,11272812374,4,2022
305,07272329839,8,2020
306,07242671919,10,2021
307,06291908151,5,2020
308,04272183799,9,2021
309,07290195690,1,2022
310,10213115510,2,2022
311,08262569954,10,2021
312,03322895121,4,2021
313,06300933020,9,2022
314,06300933020,7,2021
315,08251284497,10,2022
316,08221313635,2,2021
317,09221846011,2,2022
318,10321722051,1,2020
319,05281627393,10,2022
320,04231393908,2,2022
321,05261869962,4,2021
322,04251923666,9,2022
323,08230219797,5,2022
324,07221669821,5,2020
325,07231997820,2,2022
326,05212699053,3,2021
327,06281600120,10,2021
328,06311888610,1,2022
329,07260448962,6,2021
330,08230219797,9,2022
331,06241475715,4,2021
332,07221342681,5,2022
333,08251284497,5,2021
334,09251642658,8,2022
335,11273141303,6,2020
336,08262569954,6,2021
337,10232370640,9,2020
338,08291481782,3,2020
339,09271736962,4,2021
340,10280451267,5,2020
341,07242671919,3,2020
342,08292747335,2,2021
343,05261773931,8,2020
344,08270208575,5,2021
345,04212648395,6,2021
346,04292162589,10,2022
347,06222672669,10,2021
348,04251923666,3,2022
349,05280335455,2,2021
350,05282683075,7,2022
351,06281600120,3,2022
352,05292308540,10,2021
353,08242214197,6,2021
354,10232370640,7,2020
355,05270146942,5,2021
356,11240102012,3,2020
357,08281790951,5,2021
358,04231414759,6,2020
359,05232328496,3,2020
360,03310293562,2,2022
361,07301892316,5,2020
362,09271736962,6,2021
363,05292308540,7,2021
364,08221313635,1,2020
365,07301892316,3,2020
366,11240452636,9,2021
367,05261773931,7,2022
368,06231097295,2,2022
369,06231097295,9,2021
370,10260392766,10,2022
371,07262883057,1,2021
372,08291481782,7,2020
373,11272812374,6,2022
374,09322824176,4,2020
375,06311888610,1,2020
376,08262569954,7,2022
377,07272329839,1,2020
378,05212300377,7,2022
379,09252078537,8,2022
380,08312306681,5,2021
381,11301336642,2,2022
382,04212648395,8,2020
383,05270146942,9,2021
384,07211988666,6,2020
385,05261773931,4,2020
386,09260931787,1,2021
387,09322824176,5,2022
388,07210576671,10,2021
389,08292747335,10,2020
390,07272883751,8,2020
391,04272183799,4,2021
392,05212300377,5,2020
393,04251923666,9,2020
394,08322041572,9,2021
395,03312240920,8,2020
396,10260392766,10,2021
397,04271780546,8,2022
398,03312240920,6,2021
399,09220504789,6,2020
400,05270146942,6,2021
401,08242214197,3,2021
402,04271780546,7,2022
403,07222318618,2,2020
404,11273141303,9,2020
405,08211752824,4,2021
406,09251642658,9,2020
407,07221669821,10,2022
408,10262745166,10,2021
409,09270999630,1,2022
410,07222883114,6,2021
411,11232253685,8,2022
412,05261773931,10,2022
413,05212300377,2,2021
414,08262569954,8,2020
415,07221669821,3,2022
416,05281627393,2,2020
417,07241167482,1,2020
418,09270999630,10,2021
419,11240102012,8,2021
420,05261869962,3,2021
421,11273141303,3,2021
422,07260448962,5,2021
423,05261773931,3,2021
424,04240750804,9,2021
425,10260392766,7,2022
426,04271780546,4,2022
427,07272883751,2,2020
428,09221846011,10,2022
429,04292162589,4,2022
430,08251284497,5,2021
431,10322911043,6,2020
432,07221342681,4,2020
433,08260358507,10,2021
434,10232370640,8,2020
435,07260448962,3,2022
436,10280451267,1,2021
437,08221313635,4,2020
438,05281627393,3,2021
439,06241475715,8,2021
440,09260931787,1,2021
441,05270146942,6,2021
442,04240750804,8,2022
443,04231414759,9,2020
444,08262569954,5,2020
445,05292308540,3,2022
446,07301892316,9,2021
447,07301892316,2,2022
448,08281790951,10,2020
449,05232328496,6,2021
450,07282755468,8,2020
451,07282755468,6,2022
452,09262005893,8,2022
453,07241167482,9,2020
454,07222323302,3,2021
455,04251923666,2,2022
456,11273141303,7,2022
457,05280335455,2,2021
458,07210576671,3,2021
459,07260448962,5,2022
460,08242214197,3,2020
461,06241475715,5,2022
462,08281790951,10,2021
463,09262005893,4,2022
464,07290195690,10,2022
465,04251923666,7,2020
466,11211806011,1,2020
467,05282683075,2,2021
468,09251642658,8,2022
469,03322895121,6,2021
470,06270447347,7,2020
471,06231097295,9,2022
472,04261508170,3,2020
473,07241167482,1,2020
474,07210576671,4,2021
475,10213115510,4,2020
476,04231414759,6,2022
477,06272275157,2,2020
478,08312306681,10,2021
479,06320304848,9,2021
480,04261775905,1,2020
481,11301336642,10,2022
482,07222883114,5,2022
483,11240452636,2,2022
484,09220504789,4,2022
485,10213115510,2,2021
486,04292162589,10,2021
487,08211752824,7,2021
488,06231097295,8,2022
489,05212300377,9,2022
490,11301336642,4,2020
491,05261869962,3,2022
492,05280335455,1,2020
493,04231393908,1,2020
494,11211806011,8,2020
495,07241167482,9,2020
496,06272275157,9,2020
497,05282707034,2,2020
498,08242214197,2,2022
499,09322824176,2,2020
500,07241167482,6,2021
501,04240750804,7,2021
502,08291481782,6,2020
503,06281600120,1,2020
504,06222672669,5,2022
505,05280335455,1,2020
506,07221669821,5,2021
507,08292834930,1,2020
508,06311888610,5,2022
509,05282707034,4,2022
510,09322824176,5,2022
511,05281405629,7,2022
512,10322911043,7,2022
513,10232370640,7,2021
514,04261775905,1,2022
515,11273141303,4,2021
516,10321722051,5,2020
517,09220504789,1,2020
518,11232253685,9,2022
519,06222672669,9,2022
520,05281627393,10,2021
521,06281600120,9,2020
522,04272183799,9,2021
523,08262569954,4,2022
524,04292162589,4,2021
525,08292834930,8,2021
526,10322911043,7,2022
527,04240750804,3,2022
528,04212648395,4,2020
529,07260448962,4,2022
530,04242800125,10,2020
531,07211988666,3,2020
532,03320963792,1,2022
533,06272275157,6,2022
534,06270447347,2,2020
535,05292308540,7,2020
536,11271961536,4,2020
537,08292834930,7,2020
538,08262569954,8,2020
539,08292747335,8,2020
540,05292308540,3,2020
541,05262002991,3,2020
542,07272329839,9,2021
543,04272183799,3,2022
544,04272183799,6,2022
545,09251642658,10,2022
546,10232370640,8,2021
547,07282755468,3,2020
548,07222883114,9,2020
549,05222874316,2,2020
550,07231997820,9,2022
551,07241285995,8,2020
552,05212699053,8,2022
553,08262569954,7,2022
554,08221313635,4,2020
555,09260931787,6,2021
556,07221669821,7,2022
557,05280335455,9,2022
558,07210576671,3,2020
559,06232590568,5,2020
560,05292308540,2,2020
561,11232253685,1,2020
562,07242671919,7,2020
563,05282707034,8,2022
564,06320304848,7,2022
565,04271780546,9,2022
566,05292308540,5,2021
567,05222874316,1,2020
568,07282755468,5,2022
569,10322911043,9,2020
570,07301892316,4,2021
571,04261508170,6,2021
572,10280451267,5,2020
573,09251642658,5,2020
574,06241475715,4,2022
575,11273141303,9,2022
576,08292747335,5,2020
577,09220504789,6,2021
578,07301892316,7,2022
579,09322824176,9,2022
580,11301336642,3,2020
581,05282707034,3,2021
582,06300933020,8,2020
583,04231414759,8,2020
584,09271736962,1,2020
585,08270360039,1,2021
586,05301234017,4,2020
587,11240102012,9,2020
588,10280451267,7,2021
589,07210576671,3,2020
590,11240452636,3,2020
591,07231997820,6,2020
592,05212300377,5,2022
593,08211752824,5,2022
594,04292162589,3,2020
595,08251284497,7,2021
596,08242214197,7,2020
597,07222318618,9,2020
598,08230219797,10,2021
599,06232590568,3,2021
600,08292747335,3,2021
601,07272883751,5,2020
602,05301234017,10,2020
603,03322895121,10,2022
604,05281627393,9,2021
605,07262883057,6,2022
606,07290195690,5,2022
607,09262005893,5,2021
608,07242671919,1,2022
609,05282683075,1,2020
610,11301336642,7,2022
611,11272812374,6,2022
612,04231414759,2,2021
613,08270208575,5,2020
614,05282707034,6,2021
615,06281600120,5,2021
616,10232370640,9,2021
617,04242800125,7,2020
618,05282683075,10,2022
619,08262569954,6,2021
620,04271780546,2,2021
621,10213115510,9,2021
622,05280335455,2,2022
623,07222323302,2,2021
624,06272275157,7,2022
625,07282755468,2,2020
626,07210576671,4,2022
627,07222323302,9,2022
628,07222318618,7,2022
629,06311888610,2,2022
630,07211988666,9,2022
631,07231997820,3,2021
632,06281600120,10,2021
633,05281627393,2,2020
634,09221846011,1,2020
635,07221342681,7,2022
636,05282683075,5,2021
637,05280335455,2,2022
638,08262569954,10,2020
639,08230219797,6,2020
640,08281790951,3,2021
641,08251284497,8,2022
642,08260358507,7,2020
643,04251923666,5,2020
644,07222318618,10,2020
645,09260931787,9,2021
646,05292308540,1,2020
647,04292162589,7,2021
648,05282683075,4,2022
649,07222883114,6,2020
650,04240750804,7,2020
651,03312240920,9,2020
652,08251284497,8,2022
653,05281627393,6,2020
654,10321722051,4,2021
655,06300933020,6,2020
656,08270208575,7,2021
657,04231393908,7,2022
658,03322895121,8,2020
659,09322824176,5,2022
660,04292162589,1,2022
661,03322895121,2,2020
662,08221313635,10,2022
663,04242800125,10,2022
664,06272275157,7,2020
665,11271961536,2,2022
666,10260392766,6,2020
667,05282707034,5,2021
668,08322041572,5,2022
669,07260448962,4,2022
670,05222874316,2,2020
671,11211806011,9,2022
672,11301336642,1,2021
673,09322824176,4,2020
674,09220504789,7,2020
675,04272183799,10,2022
676,09271736962,2,2021
677,05261869962,1,2021
678,04261508170,10,2020
679,06232590568,5,2022
680,11271961536,6,2021
681,04231393908,5,2021
682,07260448962,4,2020
683,08262569954,2,2021
684,08230219797,8,2021
685,07272329839,9,2020
686,11271961536,7,2021
687,07222318618,3,2020
688,06232590568,3,2020
689,05270146942,1,2022
690,05282683075,6,2022
691,08270208575,10,2022
692,04261508170,5,2022
693,09251642658,1,2020
694,05261869962,4,2021
695,08262569954,3,2020
696,07231997820,1,2022
697,09220504789,1,2022
698,05301234017,7,2022
699,08251284497,1,2021
700,06280468413,3,2022
701,07221342681,1,2021
702,06232590568,6,2020
703,05232328496,5,2022
704,10321722051,3,2021
705,04272183799,9,2021
706,08281790951,5,2020
707,05232328496,6,2021
708,07221342681,8,2020
709,11251926193,7,2020
710,05281627393,9,2020
711,05301234017,10,2022
712,10262745166,3,2020
713,09251642658,6,2020
714,07231997820,3,2022
715,11251926193,9,2020
716,04261775905,6,2022
717,11240102012,2,2021
718,08312306681,5,2020
719,07301892316,10,2022
720,06320304848,5,2021
721,07241167482,7,2021
722,07241285995,6,2022
723,03320963792,1,2022
724,07262883057,5,2022
725,11273141303,2,2022
726,08292747335,9,2021
727,10262745166,5,2021
728,07290195690,1,2020
729,09252078537,8,2020
730,08270360039,3,2020
731,05212300377,1,2021
732,09252078537,9,2022
733,06280468413,1,2022
734,05281405629,6,2021
735,08230219797,10,2021
736,07290195690,9,2022
737,05261869962,3,2020
738,05281627393,3,2022
739,03310293562,6,2020
740,03322895121,2,2020
741,11272812374,6,2020
742,07222883114,2,2020
743,05292308540,6,2022
744,07282755468,8,2021
745,04292162589,1,2022
746,11251926193,4,2020
747,05212699053,9,2021
748,05262002991,1,2021
749,11301336642,10,2022
750,11273141303,1,2022
751,05262002991,2,2020
752,06320304848,5,2021
753,07231997820,8,2021
754,06311888610,9,2022
755,08262569954,8,2022
756,06291908151,5,2021
757,07272883751,10,2022
758,08322041572,7,2020
759,06241475715,7,2020
760,11272812374,8,2020
761,05270146942,6,2020
762,07210576671,8,2021
763,04231393908,9,2022
764,07210576671,5,2020
765,06281600120,4,2022
766,07242671919,7,2020
767,05282707034,9,2020
768,07242671919,6,2022
769,04292162589,2,2021
770,10322911043,3,2022
771,06280468413,9,2020
772,11301336642,7,2022
773,08260358507,8,2020
774,11211806011,4,2022
775,03322895121,5,2021
776,03320963792,7,2022
777,08291481782,10,2020
778,11271961536,10,2020
779,03320963792,6,2020
780,07241285995,4,2022
781,08211752824,8,2022
782,07222323302,6,2020
783,09251642658,8,2021
784,05270146942,3,2020
785,07272883751,5,2022
786,07222318618,6,2020
787,06280468413,2,2022
788,04272183799,10,2020
789,09322824176,7,2020
790,06300933020,3,2021
791,03310293562,2,2021
792,05222874316,7,2020
793,09260931787,1,2021
794,05232328496,8,2020
795,09322824176,3,2022
796,06320304848,9,2022
797,05280335455,2,2020
798,05281405629,5,2021
799,08270208575,4,2022
800,07290195690,4,2020
801,09221846011,10,2022
802,11301336642,3,2021
803,08251284497,4,2021
804,10280451267,8,2022
805,08211752824,7,2021
806,08291481782,6,2020
807,10280451267,2,2021
808,11240452636,5,2022
809,06222672669,5,2020
810,06272275157,4,2021
811,09252078537,6,2021
812,04292162589,5,2021
813,10213115510,10,2022
814,08242214197,2,2022
815,06320304848,7,2021
816,06300933020,3,2020
817,03312240920,8,2020
818,10260392766,10,2021
819,08292834930,1,2022
820,08211752824,2,2020
821,07272883751,8,2022
822,10280451267,7,2021
823,04271780546,10,2020
824,09252078537,10,2022
825,07242671919,1,2022
826,05261869962,8,2020
827,05261869962,7,2021
828,08262569954,5,2020
829,04261508170,8,2022
830,08260358507,9,2022
831,03312240920,2,2021
832,05222874316,4,2021
833,05261869962,7,2021
834,07272883751,6,2021
835,05292308540,7,2020
836,04272183799,8,2020
837,07241167482,5,2022
838,11301336642,4,2021
839,08221313635,10,2020
840,07222318618,1,2021
841,09322824176,6,2020
842,05301234017,9,2020
843,07221342681,4,2021
844,09322824176,4,2022
845,06300933020,1,2021
846,11271961536,9,2022
847,10280451267,6,2021
848,10262745166,1,2021
849,04272183799,9,2022
850,06231097295,9,2022
851,05261869962,1,2022
852,04271780546,5,2022
853,08291481782,1,2021
854,09262005893,3,2021
855,04212648395,1,2022
856,08211752824,7,2022
857,08211752824,8,2020
858,09260931787,4,2022
859,11301336642,1,2020
860,05281627393,4,2020
861,06280468413,9,2022
862,04240750804,2,2021
863,07222323302,9,2020
864,07241167482,4,2022
865,08230219797,6,2022
866,08322041572,3,2020
867,08291481782,9,2022
868,05222874316,3,2022
869,08211752824,2,2020
870,06231097295,8,2021
871,05270146942,5,2022
872,05281627393,10,2022
873,05280335455,3,2022
874,09221846011,5,2022
875,05282707034,3,2020
876,07222323302,3,2021
877,06232590568,6,2022
878,04292162589,5,2020
879,03322895121,5,2020
880,04261775905,10,2022
881,08230219797,6,2021
882,09270999630,8,2021
883,05232328496,6,2021
884,07210576671,10,2021
885,05232328496,5,2020
886,06232590568,4,2021
887,05212699053,5,2020
888,07210576671,9,2020
889,05281405629,8,2021
890,08322041572,3,2021
891,10260392766,9,2022
892,05282707034,3,2020
893,05232328496,1,2020
894,04271780546,10,2021
895,06241475715,6,2021
896,07221342681,6,2020
897,04272183799,10,2022
898,04261775905,8,2021
899,10260392766,10,2021
900,11272812374,6,2021
901,09221846011,5,2022
902,06272275157,5,2021
903,05270146942,1,2021
904,07290195690,9,2020
905,05270146942,8,2021
906,07222323302,9,2022
907,07290195690,9,2022
908,05262002991,7,2020
909,11211806011,4,2020
910,08221313635,8,2020
911,04261508170,9,2020
912,07242671919,7,2020
913,05261773931,2,2022
914,06300933020,2,2021
915,07262883057,6,2020
916,11272812374,2,2022
917,07290195690,5,2020
918,08260358507,3,2020
919,09252078537,10,2020
920,10213115510,3,2022
921,09271736962,6,2020
922,05222874316,3,2021
923,07290195690,6,2021
924,11211806011,8,2022
925,09251642658,5,2021
926,10262745166,2,2021
927,08230219797,5,2022
928,08260358507,8,2020
929,09220504789,1,2021
930,07221342681,6,2020
931,11272812374,5,2021
932,08312306681,4,2020
933,11272812374,8,2022
934,11240102012,8,2021
935,05270146942,5,2021
936,04242800125,2,2022
937,09260931787,10,2022
938,09220504789,7,2020
939,07222318618,3,2020
940,05212699053,2,2020
941,09262005893,2,2020
942,08262569954,8,2022
943,08242214197,2,2022
944,04240750804,9,2020
945,04242800125,7,2020
946,05281627393,5,2022
947,04240750804,7,2022
948,08230219797,1,2020
949,05301234017,10,2020
950,07260448962,8,2021
951,05301234017,10,2022
952,06300933020,5,2021
953,04212648395,9,2020
954,06270447347,2,2020
955,06232590568,6,2020
956,05222874316,5,2022
957,07241285995,5,2021
958,07241285995,7,2021
959,08221313635,7,2020
960,05222874316,6,2020
961,07262883057,2,2022
962,10232370640,5,2020
963,07301892316,3,2020
964,07290195690,7,2021
965,07221669821,3,2022
966,11240452636,7,2021
967,05280335455,1,2021
968,06300933020,1,2022
969,07241167482,6,2022
970,08322041572,3,2022
971,08221313635,4,2020
972,04261508170,8,2021
973,07222883114,9,2021
974,06270447347,3,2022
975,11240102012,3,2020
976,09251642658,7,2022
977,10280451267,6,2021
978,05212300377,8,2022
979,11232253685,8,2022
980,05261869962,5,2020
981,10213115510,1,2022
982,08270208575,10,2020
983,07222883114,2,2020
984,09270999630,5,2022
985,04251923666,7,2021
986,10280451267,1,2020
987,06222672669,8,2020
988,07262883057,2,2020
989,04242800125,1,2021
990,10213115510,10,2021
991,06320304848,4,2022
992,11271961536,7,2020
993,05292308540,2,2021
994,11273141303,5,2022
995,03312240920,5,2020
996,11271961536,4,2021
997,07241167482,1,2022
998,04292162589,10,2021
999,04261775905,5,2022
1000,11271961536,1,2022
